items,location,session,images,clicks,impressions,conversions,advertiser,category
fasttrack,Malappuram,17,http://lh3.googleusercontent.com/6iUUrU_o1GcDdkcQuQbUsT0jXDtsCk0lsy1kuXPKVHoo3oKwCN51KLiZxzkBJCqodcCf5kVJYy8vhtXfat3Qtq8H6WNaTP8,372,2148,10,161,watches
CAMLIN,Malavalli,1,http://lh3.googleusercontent.com/OdsdYf9f0IJ2gDxgQwKaGxqUCYa7aohwGCXrLUdQpUt2iJSlvaU0A1S_WU7oDMA6rGGmpUJeIaC0xlPRAzQ05otqIwg9cw,744,21814,4,149,stationery
NOVA,Malegaon,5,http://lh3.googleusercontent.com/5AR0I7eF9KZosEAEmLqorOWeLFU-QUQKk544owjQfoUifgvBjtRCV6qx3ebz7GjW_Ardi8t7ZjbbScEt8HYLiKk2KF1OMQ,373,48968,51,27,trimmers
golden xiaomi,Malerkotla,14,http://lh3.googleusercontent.com/sx8AZpMWWpPla63pzvu96pXtRL4nxOduWui-sbY84TLi1HeoQOvg4EFWwanU_MeLsfF4PXPP0wkhtZeiWpV7u85kPPKK,229,7363,67,358,powerbanks
NOVA,Malkangiri,14,http://lh3.googleusercontent.com/StbTosd7Wkhl4jN7DKy4rruHW_c8CFI49NThSGENxawA8cXmQSeVf0xSiYg-bmw-ZGAD3qtYkPVi6_GrXPnWLf9zEaxK,628,10744,46,21,trimmers
COFFEE MUGS,Malkapur,14,http://lh3.googleusercontent.com/6D2m0fURJFDprF2N_tiFWeKjKRajTj17BDfmbfs2JhIObk24j7GszJMip3bR3tbqDguQpT6x1R8ZpVmsMIey_Amn1uYxC6k,892,64187,84,815,kitchenneeds
CLARKES,Malout,6,http://lh3.googleusercontent.com/3VPUaiJrhq0q4shuf9P34UIRYZZLJlonLqmQt7kJtdMbX-jEN0rt-X4oMjcIBS7Ann_hmktWMaV9-DsXZ8IPHK0qSVyXyg,469,72978,10,673,shoes
SKODA,Malpura,5,http://lh3.googleusercontent.com/DF9Rz8rcMdn1LwZ3MGGeRwURFWNl3isQgXYJBP8nhja65SApw_QfRJFUOKJdDyQGA2zpHhlLvwmw2ANXeCrd99RACXCp,556,97527,27,15,automotive
COFFEE MUGS,Malur,1,http://lh3.googleusercontent.com/qNlBWKMAQVbyXzlbWytGSXaRv7LfmO8p_IFkGgO59YsaiT-FdMFWJq1o7Kywhmz7hX-1EzzL42T1m8vSD_m2AwqDp_36,273,26660,42,115,kitchenneeds
10400 mah,Manachanallur,9,http://lh3.googleusercontent.com/b19rJ4w-w9yReyAAqlU7ImL5mmNSrBFrhilupMQ4X--cbZK5F88M56r8kW4QrEQUiYqXC0GFjm1-i5Yt8KI_kCwEBOmx8w,581,29408,75,228,powerbanks
SANITA,Manasa,7,http://lh3.googleusercontent.com/g8Qk28ckVYinG3pVhcG2iDHtQ2ce3-7H6FyZABEQHDvkxeZ5tIOnJVKxUBoVUzXjO0OAWUtoPYrWi3Jiv-4WlZcPOekAEiI,304,10058,35,694,shoes
SANITA,Manavadar,18,http://lh3.googleusercontent.com/RZ1lNh9gvCIqhHtHudM56t7IrYDRa3XYnpNNIWm2Sh4hXyFvAJNNe5J9xyY-2hNscgvLDFJe3LYRVQPZaRR7T2mofdLqRw,414,53080,25,314,shoes
SANITA,Manawar,17,http://lh3.googleusercontent.com/g4Zyp8cAISxQ3yotsn22ZFTjD3VtzMLREs9Boupb8d76DtoE_JNwjthQ3fMyE_nozgXXRmCLqBVW7-1yDyYLi4fQb1SNKko,53,34084,55,643,shoes
greetings,Mancherial,2,http://lh3.googleusercontent.com/u5sCz1odPxO2piar8jxheBpGTJq5rwgEplsPJiMNE0Nro2mQlF4Va8xAGKCEMh-C4XWmUMaBveUMlRml7mbIKZbRvOcN9g,171,51495,63,530,gifts
SONATA,Mandalgarh,11,http://lh3.googleusercontent.com/zt_Ka_790lOuK4RClUamCF3U2Y33D9kWuxjz71TMXnB_IKdC18bWxV9K5QP20Lb5JuFglozcuXvWY4Zjgxh6QjgKGaHKvw,205,63232,11,115,watches
SANITA,Mandamarri,11,http://lh3.googleusercontent.com/WitRl_l4IO3NbTLlh_wQVTA9ze2QVmQS5Brk6L4OuhMRcuGij8cz-ONiVyXTYuKiR8RwWJnmrAhhJzOAwoQrSc3O7ywTNYA,874,56117,9,766,shoes
CONTAINERS & BOTTLES,Mandapeta,15,http://lh3.googleusercontent.com/NISodZ3B8xaRhTqm5Ka1pkk9ITHCeqeHH-gGHjrBvmPo0fjtuHogWLfXdazHcwevxlHRINYIJjVsTmggjrGQTM9tfNkbmA,575,7533,30,413,kitchenneeds
jhonson babysoap,Mandawa,5,http://lh3.googleusercontent.com/SkVEXoV3hNhz3h4rQvw7_CysX5QDGnLz-UxkZaNPnfrLagaYzPCO60QwcZAIRZr1R8snsRaM--2gEYD3owXNXrY4bvuD,678,47377,81,132,babycare
SONATA,Mandi,4,http://lh3.googleusercontent.com/WBa1qWQco95zDx8QgNqseo11TFRO9kLjmyRy63vZIS2EiQSNDkc22FJDxnu2fDIDRuSCgpSKbugDt3WloVowh0mlaCAikQ,751,98479,32,296,watches
MAXIMA,Mandi Dabwali,11,http://lh3.googleusercontent.com/OM-bHvBywlRUvqZWgld3DD3DaOZyaR8j8GPezdYHRC0mKLYiXGru0T3V1QvJ5UH-CYJJ_lv_hSYFj0Or7VsceoWm0C3rOQ,746,90828,95,270,watches
CAMLIN,Mandideep,20,http://lh3.googleusercontent.com/mI9K3Krm6ZydHlI2eO4e7UQN2K-zw2oGbj37w0wCfvSQmDFqMOSJ2CoEslmOaa6v83WGUZ37Gczig-zH6mBNK5zCyLE9XT8,845,14969,72,701,stationery
CLARKES,Mandla,18,http://lh3.googleusercontent.com/fR9FELFFK05CYjXhFN8I9F38l0W1lqSxNfanD9J2AZOK4yrGm4HF41oPC7VmF9_vT95mM31xV34kQoPN9dQ6DVg57UYP,987,3785,33,969,shoes
CAMLIN,Mandsaur,8,http://lh3.googleusercontent.com/uLppbEPrsV4eGlnACLtHyqz9nBPAIXTSSbkq1mFpV05StSy3E8KQPT1D134HQvw0IYZ3otvMj4c3H2NddS6EDNxVNAIzKQ,764,81245,23,564,stationery
VOLKESWAGEN,Mandvi,13,http://lh3.googleusercontent.com/bZXqzEthk9sBjIaoDUvzBXlAUvL5ULWRXZX11MT0knH3dL3b5trtHVazHVZF0-MjToo1_fzyw6ISdZq6J0lfmG3U8fqDxQ,366,78118,47,636,automotive
NEW BALANCE,Mandya,17,http://lh3.googleusercontent.com/GtE_j8JY6rK3eCyfjDnFetPr1vOwbD_Stvf0wJ9BmvvxGIir2TRhd5dWjpIK1-heUr4v7RAaNfa3Dbcqng_R1_KSTVB5jw,230,31901,96,916,shoes
teddy bear,Maner,9,http://lh3.googleusercontent.com/uOFvZcXCb0NoMZl6EeGab8PP-K6ubqn3ACY4CyQnaNb7jfAkSfqFEoB6Pd-rJdKCXltQQrx1uAGW3Emm-L6EkTI4rZoCXA,15,94121,27,111,gifts
COFFEE MUGS,Mangaldoi,10,http://lh3.googleusercontent.com/uFeQhz13f_bE24ulnVAh__jUCu1djBNVULhomBfUkzgqE797cEiaI0KUsv7NvKsjRX5CaOwSqGs_VvdRIwrWL3lLeMvvyw,617,62977,52,58,kitchenneeds
AUDI,Mangaluru,5,http://lh3.googleusercontent.com/AFezGis1m8DcJGftunhh2pLJG2QEXLAvO-Qn8NmUcOaqPBX61KgCE6b4oDtzME8LzetZXrhz9aWJ4oCCsw2aJCgLhkZgEg,682,75053,27,87,automotive
barbie girl,Mangalvedhe,3,http://lh3.googleusercontent.com/dYgpsNH8KEbJ8J5iBneZGGY_5frIW2US7t9l9WLxSNKaDPJU6EuKvB4ANtp2hbo5xAZHSp_6hhjsTcihSsGe1Q3B1Zpu,510,87735,77,713,gifts
sonata,Manglaur,2,http://lh3.googleusercontent.com/qo4g3keAxn8yJyD45bX9Snk2nbDa2C_AGp9g076lAw2M90ihOcWXneJVt7yYB85Q693sMKgA2z_rlN9FbUbC8DimTbHzBA,646,9421,8,913,watches
barbie girl,Mangrol,10,http://lh3.googleusercontent.com/87EJNkUvnIFCu8oOpqHM91BXgvAnvKv9nJ-Xknv_Nudy_cRu1cgwO9iGnVGrLx0neUO3t-jnMFrq-NH1CE1F7IlVnwmauzw,915,382,23,24,gifts
10400 mah,Mangrol,4,http://lh3.googleusercontent.com/i86sM_mfTqCJRWMldUKplzR9unT2DP5NQor14ASN6eDMp-KDEbWDyFKitaFcYB4kWuAZeSEREyHV3MZHLyW2SA_OBQs6-Q,707,35434,60,242,powerbanks
CELLO,Mangrulpir,11,http://lh3.googleusercontent.com/jvtM-bom6WItGJWl1K57473N2EFdj_QHj9XL7b_RX6UQDj2p41NYgxTdr27YrcjfmK0SdavBoECCflFaLUTKecR8G9y7,771,50371,60,198,stationery
NATRAJ,Manihari,6,http://lh3.googleusercontent.com/DWdQib6G_oZUSwfh9ed4k3TdcswnplrsPkHjS3-jHnaGmlW1XIdJ1ie37EtycxFqWVFu6gnf-4WaMie6pSDLwlRYZiWAYw,46,12114,6,420,stationery
teddy bear,Manjlegaon,13,http://lh3.googleusercontent.com/kS2C5zS6dCcj_dOfnnaFbCSVfRs8HMFrUrN5V_Ec6W6FmCExzPb7iuT7iPLeOMCMc50-DCpHyGswAVAfOW9UF_dQWeba,32,39630,7,843,gifts
golden xiaomi,Mankachar,16,http://lh3.googleusercontent.com/J3QNl2oGulMz_PG9H5YdZ2kAt6_XjI0KDMWPuE4ERiF_qNXQ6N9rUT8yTyEM3m-sv4-5fBvjSkct7jbTj-8xGQaArg6u,745,83487,13,610,powerbanks
VOLKESWAGEN,Manmad,6,http://lh3.googleusercontent.com/G777QVcq8ToNeO9hgkWJ5xGP8lfvBoBVx8hkVYdYTmirnMVo2hsjFggsF-pkdtL5BbqFbNWQISX7L73LedzL0OThS1LTig,892,18477,37,135,automotive
VOLKESWAGEN,Mansa,14,http://lh3.googleusercontent.com/eeToyh4cPiZ-OeOpGv8K-4ZQZ4y2CE1MxTl6UholTR3QTPKd1O-iFk-i9AX0L6TH_45lJTjiimGIzXnB_3e8-BhNvwoCkYE,597,55690,61,242,automotive
VOLKESWAGEN,Mansa,20,http://lh3.googleusercontent.com/K_0ZdV3Rnt4oN_ViKlRCd05sIzqETDE1nigWg9a_Abo2Q_R6k7TJafrANk7pf0g7YNVyTecBGNCbnLUimIuigXsgvF3oGg,388,24314,29,647,automotive
COFFEE MUGS,Manuguru,1,http://lh3.googleusercontent.com/vkghPIDmNScTGodl-r-xeMy61U4GpLNAFys8FVUmhgKs6JxOwljRaPUBYPxhvqLj2qNMSVHm0QZ4b9-ALPGQX8cYflhcpw,634,37726,26,332,kitchenneeds
VOLKESWAGEN,Manvi,17,http://lh3.googleusercontent.com/-99w11cr3tDHgnGTGGBKQKW5wLS8KInelQZw84GDZmqCSlPkDcUgcerop8qT7T_uBkeNZDHi7wAao47s26Szic39b-HOJw,265,75968,99,485,automotive
jhonson baby shampoo,Manwath,14,http://lh3.googleusercontent.com/T2TEykcPlgrBsOMZAAt3qnMZLFxnje6zGnQekcoV4fPiF-TtHLMKCI4ESiQ1AE9Cc9JTpk4iQBkysISlPU3TjycWONIa5Q,403,9760,19,465,babycare
SONATA,Mapusa,8,http://lh3.googleusercontent.com/AvTCILAyXHReV5Q1S69bFeTnDTwmWAthqgjYpYAc0G5989jHZy2YvKn-1iQ8_1kzeXuinCxwMJjarrAvlwUA_8N_IlsizKA,16,36869,99,971,watches
NOVA,Margao,10,http://lh3.googleusercontent.com/tAWaCJGMn-M8EJpKXmSZD0uK7h_VHxnKwPpnmEq53cuXvsmff-DY-yqQpM4rXu9EB7YIhtQXComBKo7orbC_RTqEcTBP0g,316,66020,73,401,trimmers
SKODA,Margherita,15,http://lh3.googleusercontent.com/Av8FlqNepczkI4FrtNY_XCj0HZDgoHjVIwtm8n1J1Vq9JiURQ0Yn-fnaibahyIyQaX2CRIzt06Jrdx2bVwPIkOr4iPcLbRg,813,58845,91,969,automotive
NEW BALANCE,Marhaura,10,http://lh3.googleusercontent.com/VMaCVehxlNOBCQwkKoBz_oqGyECLk3fQ7ocRLhDlOScXb7lvYsE78U9v5hyH-qMZ1Q5LG9vhIpjTwc5nLyz9ljcJPClMKg,902,48482,63,732,shoes
CAMLIN,Mariani,3,http://lh3.googleusercontent.com/ChojnpRMHPpWBNxabTgrjfPqIToxpOfJsIzKakkA-GqwDr1BrMiHAAbcO38DPOtVRDUeh7GSoZeDT9WLrvqEKpJT5B3f,988,36489,41,529,stationery
CAMLIN,Marigaon,10,http://lh3.googleusercontent.com/jSpOzniOieHukKTxoZyqUQQk4NCr5VeQXtw08s6puYD7Ldonq3pzR90uviOQzYfp1ppORCTUfDbyWZNI4liZee1__KI_,388,52118,83,664,stationery
CLARKES,Markapur,18,http://lh3.googleusercontent.com/tJW0_iNqgr3MUM0Pe6u8wRuSstgIdZ3It0mBPu9kQLK-L9LFg_H21wdaFUpPH8v4KABHwCEkgDL6r8pO0rcGhpOwgXq-mw,760,57512,65,772,shoes
SANITA,Marmagao,3,http://lh3.googleusercontent.com/2AbOcJhFyTrwOhn36i88Sjx1a-sWeZOd7zjWTJ7IHK60tXUdHeNym0ISRRqXKV1omRdqkESdxkMOAqqexbbnjDHFQ4u_4Q,184,3600,51,995,shoes
VOLKESWAGEN,Masaurhi,8,http://lh3.googleusercontent.com/_htNca6nsCqShr8kfmsLqsq5Dp7dPKZPZTN8NCfwzjQbfASsrp5wiVgSW_agksdzk5YOfZP8NSIWT9yKxAU0J--LRSzysQ,333,8569,49,10,automotive
VOLKESWAGEN,Mathabhanga,16,http://lh3.googleusercontent.com/uDNUi4PmsEiUOAI2rWOYsFzwNy9azrEtzUdb8hxgSB_j4Q5xfgoY6ge0o4oF-A19L5bhJvJm52UB8WJR8SbyW7BknDVAaQ,687,29750,5,638,automotive
VOLKESWAGEN,Mattannur,16,http://lh3.googleusercontent.com/m6NOc9VGglYreiZX0As6LQTqyKcdWTOlX9DgsKR_GfeV5VUsz6b8hIJzkWKEMfjlgE_-I3hVVyFbKRE_x52fItKK6XLY_g,753,75228,49,194,automotive
titan,Mathura,7,http://lh3.googleusercontent.com/67qVgSu4YSSdC1aDzUCgt7umgFNqzQo_AOn52uwhCP6bo2d0Gh_Qeg7KIWCXYYrvMjRklHDU166akJAmtTmLR7QwL8MZP3s,559,54559,3,569,watches
golden xiaomi,Mauganj,3,http://lh3.googleusercontent.com/c0uee66O2FYOkD3p7x8gj_bINhT-rF12EIoGU8joZT-4Tci1JkhELhI8FQCmyXGS-cRyQvvqrCyk-Ik9v_LC_dB4_nZNMA,26,77957,19,936,powerbanks
NOVA,Mavelikkara,9,http://lh3.googleusercontent.com/_UFyZEjopjFJILgds0wBRWqiSQD78iFwyM7x8LnBDlHVtyeF_K4PAC92GG0BV7UVhk3aUKCBg1a3xWZDbyZK_IKgzLwpRS8,155,93378,21,372,trimmers
CAMLIN,Mavoor,13,http://lh3.googleusercontent.com/2VYtKrlhOHESS_FBg1g3eOIWaXBzQV49VAFRgfrES9eToyK5oTFNwvUWJMuQDaO8Qct2Ba3_18Kx7eQA04Sewm7PYXD1wEI,953,87454,89,224,stationery
golden xiaomi,Mayang Imphal,14,http://lh3.googleusercontent.com/eIY9AKh0cIJhduusDVIu5rvkY6CXgV4DgXykiQeAaYgFl5wH3Q-zEs3Qpyumqfj_NTio_3zk62v0BoDu2y1xQo1rI3hbBA,49,72554,38,450,powerbanks
jhonson baby oil,Medak,15,http://lh3.googleusercontent.com/ZT7a4vqPf0oSmGFZc-Yv_7VU_Ooa0kO94YI-V8m1xDFrjbjXi3ujpnj6oRfpKWz9qqH56JLLJwRgqa6Yxi8MEaz9QlW8vg,248,86332,1,973,babycare
AUDI,Medinipur,5,http://lh3.googleusercontent.com/_r_f0srFA1CAXn7hToxLOWcpzdJE7xyT1yLd1owudLdxFGB8r9kQLjS-mUSQdWAJUZpgBFR3rQ3sGJdyTNOzsijr7Pz3jA,412,78057,45,636,automotive
NOVA,Meerut,13,http://lh3.googleusercontent.com/h4HP7UjdNSo6wV_-y76Qw4TqO1mYYMo7-4JWTLrpRSiPpwlUOGAMW6BYM5rMHrkQuisCID9zyf3ZGuhR4JFBzipfWFMwllE,666,83502,80,411,trimmers
VOLKESWAGEN,Mehkar,11,http://lh3.googleusercontent.com/_uoUEWHQg5MQ5eh538hmnYGitBeLP2U4NdhlWN-z9cqiBHaiXDf6rpFwe2x6zxOsu7Xsia1aD71C-Tp1JegPggDtIOFW,457,47477,80,935,automotive
CAMLIN,Mahemdabad,1,http://lh3.googleusercontent.com/fAAbEzNvf1zSOb-DhGj-Ag3QbBKRttHw4ebxidHK9_3L1qfEzkTAUzPKRx6kaLtagwhIVAWP1tUU3r15SYztHrmXpebkAE4,198,67884,26,849,stationery
AUDI,Memari,1,http://lh3.googleusercontent.com/9y1yncGti7f0KlJ8g4djVWY7k4oBcu4Z7y4T6yEGf_FY6d82KtiiLBc_ZnWTw38zOCdX5ix3ZlY29bOZZAJQ1dpd1QeNDw,23,1067,4,369,automotive
COFFEE MUGS,Merta City,10,http://lh3.googleusercontent.com/ot8bmgdo595byJaI-LvjVJRg8VJl3ADmPU_Pt9NNZtMAPn9vczi4Q3GBVY2b91yKAQ-PUWzj_eD08--EPVu9CwWFOzYo7Q,343,44602,20,103,kitchenneeds
CAMLIN,Mhaswad,18,http://lh3.googleusercontent.com/_P2GX8ppfVbxENt4ghSk8FvFLG1p-pRpnaPeJAUw77qWzTMHZLhJV67tXSTyTaLacvkEwlbe-q8F6bPheu36yMSm0Xg4gg,274,1151,77,456,stationery
COFFEE MUGS,Mhow Cantonment,17,http://lh3.googleusercontent.com/QDG3bhXZccfnOWbqEvsaXUH1cYoW7FVQwstI3MC0s0Bo8hMqUssYqc5iz6-p9NzwnWSt_l2mAxT-MDetkHldwkonGsQMYg,251,10021,58,65,kitchenneeds
ARIAT,Mhowgaon,5,http://lh3.googleusercontent.com/71mXP9WHxzcjxMuOQiuCswBBqIbiJ1J1vjaX_iFldyUCCDd1WVyXQXKW8nOWGwX3NzSwGyIkSz3NGX8GdNJFwpXJNmAu,924,1196,65,587,shoes
10400 mah,Mihijam,4,http://lh3.googleusercontent.com/XyF-2rg75WTHTvBvuRbjou6KCVvrKv8_0phubDSLewWUFfLbS9my9q2ZlkIRFDx4RJEvgWTbnj1v4mptkMn2XyelbMZQKg,453,40846,29,121,powerbanks
10400 mah,Mira-Bhayandar,7,http://lh3.googleusercontent.com/uz3-iq9lzRVdcfClHdqRwLh2NLuD_TfD0_YhtqPZuX85tEVej-7sQ335RqeyiygODVhu47IlE4HE2lv30FlMv5rjcidLQfI,183,32581,2,4,powerbanks
teddy bear,Mirganj,13,http://lh3.googleusercontent.com/ZrmH5ryBEx_XRkv6AGwBVJFYZe30AzdeEsuxw6Sbd--yu0kG52Kb7ycdOUR9K0MJ-aHwd4XnZUNzLaGaXpwNg_G051rYEQ,850,95867,46,234,gifts
jhonson baby oil,Miryalaguda,18,http://lh3.googleusercontent.com/WOGT6lE7sD8M08AAeIEZWl6JYdSEXNBZhhcJMbxsLgtJCf7ULOPhHKhU2DmpIzvOxPphWWuk_1Erci-HJauOOtsAb9jnmw,565,29812,25,212,babycare
fasttrack,Modasa,3,http://lh3.googleusercontent.com/ti3F3AjUjOBN5PlrQz2CHWih2RH388265jscJr82xzZCa-lMvKuHIaPUObd0RI04yb8r5he_jlTL8jvwFYF0sNaCq8lN,63,41510,66,564,watches
CAMLIN,Modinagar,13,http://lh3.googleusercontent.com/iz27wJ17O6ivu4Nj2ERbkKT4ZFYDdmlw1k-bU8cBxo_iPTtYJbQjmwt-g5HCfffyA96jAnvOk5bbThjtihOzmZf-Q7b-,509,13901,94,808,stationery
CLARKES,Moga,15,http://lh3.googleusercontent.com/B-_nw6Wt-8Czx9uh7kwGHOiZDyPi1rKJdsv42lkdV_eR_69s71AdUCdD31di0h1SPUY9mU9k3_OXNXAPNKn2Kg2w9u-ATw,416,49514,54,686,shoes
sample,Mohali,1,http://lh3.googleusercontent.com/0Fd4TfSoVnwGv5ZgdKUfcTcOWlnp2rD7zp35Udd38RZC26uTNcjKj3cvLS1VJX2LQHLC225FBzPkO-tYqiaO8uL_xDIhqA,141,48422,15,466,watches
COFFEE MUGS,Mokameh,2,http://lh3.googleusercontent.com/sTeQa5_ZcCMuGuuIM4JwUYHiQugg2TQQVZdzfqzud2rfryWUtj-Fw5Zu_WmXF2bgeekp7ZqC63tZhwZwATOm9-ldj5vzvQ,295,54564,77,903,kitchenneeds
AUDI,Mokokchung,15,http://lh3.googleusercontent.com/I92ZXJmux4vZ0IlrgsJKgWpWJolDBvkBJWvg8AaxOMhcJrpCzokk9tjBTgHUe0Ls3DEspjn467BbPB2wuF2oo5zi9ndNzAQ,214,77909,16,10,automotive
jhonson babysoap,Monoharpur,14,http://lh3.googleusercontent.com/H5D3Wz7Jhb7rdXBd6HHyw_cySl7MyW2BEBtzrpLpEl9w0nD6VZu6VlibVH0FsoP3pMsZSBGn5LB4cmq_oMXTiNdq8rMSyw,620,9428,6,717,babycare
greetings,Moradabad,14,http://lh3.googleusercontent.com/Mv07CH1nG5XKL6-Nbf6HISSlyLp8mfqCLEzg6aoDg0LuOAC45iduYKX3Zba5bjv1WNpFDrd-S35a859p2NLMwGRWInp61g,679,89403,94,841,gifts
CAMLIN,Morena,19,http://lh3.googleusercontent.com/HcYntyBHc2QPRF_EWuGKDD9z6mh7v6PYk2-Bgn_qOfYLMXRs9_NWYkkHDzFPrHLGUlAyPy5OUnv4zMq4RUVQOSixU5ZU,136,28348,14,696,stationery
CLARKES,"Morinda, India",17,http://lh3.googleusercontent.com/9tGdSEBnIv6zPAHh_tR01aAT3OLssaYNBzjBBQcSrOCvE6suyjdbyuM9_t1Z0ImUw7MuJ5LYsFIoZplsPtTOCiJryyUCQrY,835,8120,24,504,shoes
NATRAJ,Morshi,1,http://lh3.googleusercontent.com/2AV_GPkkbYRaAezr8aKQnq6soWw4X7j4F0xFOMmWyY5P4cQDVysp_J6BbKc2zockTE9647MCWfrC9H7zjKnGJt2bDbT6qw,37,78406,71,812,stationery
CELLO,Morvi,9,http://lh3.googleusercontent.com/naQJQ0sBjNHcpSdXZrhDIM2nlZ5PQ53YrSqhefUNB7MslddIB0rhSaK9flsqnJrdJNRVux9iDahm3USpTMvsYpELr1b8Jw,300,54842,3,492,stationery
COFFEE MUGS,Motihari,18,http://lh3.googleusercontent.com/avSC2spKa02ky8Z7lzDvk516dScqi0iozkOVTe4HRdr8CI9pfsJFP2tnv2C6003e304rRVBzEL3-ia8dZrSiJ7iI0fRY0Q,577,21420,74,82,kitchenneeds
VOLKESWAGEN,Motipur,19,http://lh3.googleusercontent.com/kLiBFHwlVYwW-XYuC24IGmtBxBJl1HJ-R3FL8kTDBme6QSUTY_FNpwgKLhazOSvuog86G8cn8RblEK2yITK8zs9gYP70,221,19066,72,410,automotive
VOLKESWAGEN,Mount Abu,13,http://lh3.googleusercontent.com/50gMaLDCdn-zaJFD-xoNtdUXhzOlUgvo_KSaiPUN02wejGqIgakIs5BZkR96-TtmlPwDcdKhp1TF8ECo6ScbTx4Ps8y7RDg,490,94361,59,523,automotive
golden xiaomi,Mudalagi,2,http://lh3.googleusercontent.com/hHde9rWUkx0GTp9NGMy9luEaKc9YYbyl3WwH1O2DP0b8LQkZqoux03LPURwTxz5BVVNs-T7QpdVF6zrmirfHIyahAB_2JA,224,75351,78,208,powerbanks
AUDI,Mudabidri,20,http://lh3.googleusercontent.com/q8Dw0JBOKpZSEXQTIfCmM78DkO_RUsojFzIIEV5cX6Plqlt31neTNLMwFN38cItmK3TVf88VR98EaGN7aobK-NLrnBNXGA,892,70153,34,474,automotive
SKODA,Muddebihal,18,http://lh3.googleusercontent.com/B79Vv23l6PeMPioYyn7mDrvZw3CT5Awf_R-RgGc4f5JkAc7LY9TuraG8u_3Hmtxieq5mcTeqDD5OFI35zoNjg4UpvFx-3w,896,69585,45,913,automotive
NEW BALANCE,Mudhol,11,http://lh3.googleusercontent.com/W6V9XAJvBICZYofZ6jgjpjqaJxKajUWkHWaWSdJSOYJM9CrqE5blRK2-KayAQfHloOC2Q9gguEMrY9c6Xsh-VVkAN3mCDg,986,55603,35,576,shoes
AUDI,Mukerian,9,http://lh3.googleusercontent.com/LnkcY-wmHFDvnoTKbs2k-qC85tpiRfp_08I4Mw7_zV8ipL7K0LQEeyKG86w2sURaO6z-bdROrPhCKMkyrJndyvVlQvOg,778,9765,92,870,automotive
CLARKES,Mukhed,9,http://lh3.googleusercontent.com/4IQ2A9X8B5VEdLLIyEvLG01huKGpH3TLWjc5cxhgB1IzrGqY_gbmlWMZUd7mh_2Z0IdQtghL9FclrzcXTUpmdTFsTNUkbuM,388,13237,27,544,shoes
SKODA,Muktsar,7,http://lh3.googleusercontent.com/Fgt4oRMiWm5NpDrp8tFEhmD9PsgEDUiCTjZV-sLaJtk0Bb1A-DIhuS4pBudh4DuUES0pyOoqoySR77qH_xsVBMgebvkD8Ok,748,26320,55,762,automotive
CELLO,Mul,4,http://lh3.googleusercontent.com/2lZmcifGkOyxjmzjj7jifRE9Zw_-7qrdxkz9Zy5YuL51ZS4dvJvWfaUa4d8QjCZsdSZvGCWbMv6hreYd9QdJ08pufZEl6Q,123,56046,58,490,stationery
CONTAINERS & BOTTLES,Mulbagal,5,http://lh3.googleusercontent.com/1JftW15LZ0Tql4IiuiRRy1-1QHcCsgvUtopCFuhxfLsjoWPsKgftk-6yxG2pwtlGpkscXsaWlidPYWpTIgMyi4n7rh-jVPQ,942,9625,63,122,kitchenneeds
CLARKES,Multai,1,http://lh3.googleusercontent.com/HOtv1S4OJdzFsNnzoUQAxSn70xNtOtZMBRlgJ7dsGxHAval97f4s7h5Q10jjYtgY6CBrb9CAtvB9fu_U4I3wMZniwpu-Fg,436,43021,88,832,shoes
COFFEE MUGS,Greater Mumbai*,16,http://lh3.googleusercontent.com/XlFH1XX7G4k_os3lSBsOtUu1LBGqAbbIr_vCm9ODbaK99gfWCd7GqlEHCqQ1YJsCRXEwp-sh8HBMJBUmH8wHM0moojW3_g,521,49488,42,731,kitchenneeds
quartz,Mundi,14,http://lh3.ggpht.com/YXgOVv7JYK06SIjMBML_A5CncnmajqXfojrB9uTyU5aqJUy7dNgDDu-zSsWOa8IGgfEN4KRzqopPC5IEg7vjrbMmmy5g,696,61585,75,432,watches
VOLKESWAGEN,Mundargi,7,http://lh3.googleusercontent.com/FY7H8MGv6vmiSTyxLHwqb8oy1z981aeAoh48irHJ2kRFYTUZtgAw8dMVOVoQ7rk2H-ZRZHl-n0iKEaF_YlH-sG8Z0UlmqA,961,21629,62,308,automotive
SKODA,Mungeli,1,http://lh3.googleusercontent.com/gTwSE-zAOCsUox2HNBaPm3IzNZlnEVBl5NIDBz-vADIs9jBKr0L1YmGIADN_2p33bK-EDr8m4OOEUePVIlkNoF4ncwTr2ww,389,68735,59,335,automotive
teddy bear,Munger,13,http://lh3.googleusercontent.com/3iZq8O_aKrQKahPriwl9xx97tD_AVkqPdSy-io35icSUiQ_hwyFhOy_JVdpHax00p7tebSvVPwhbevnV9IBAQ5sgfECJGQ,622,86333,51,337,gifts
COFFEE MUGS,Murliganj,9,http://lh3.googleusercontent.com/FtSEsNTZUhkYS6igHcjqsoZhkVjG5Nyl9lXDoT8XIceYIXhVoxw_ALLQTGWKLfyNzqFC0aEE2Xat_ELxMca8kegtLHQT1Co,340,32378,66,143,kitchenneeds
NATRAJ,Murshidabad,12,http://lh3.googleusercontent.com/WBgJmLpGpzlHKOdBKkN8HuNm_nms48YOVdADZo35d6YaZaWs7AkC8h6nErUBPEYVpeabPf7fwk7PYkIiCEDiue0b1E-LWQ,784,30893,19,355,stationery
